2013-02-20 18:42:53,2013-02-20 18:42:53,2013-02-20 18:42:53
-55.0,26.0,22.0
-56.0,28.0,21.0
-57.0,27.0,20.0
-51.0,30.0,24.0
-54.0,29.0,21.0
-46.0,24.0,31.0
-40.0,27.0,34.0
-75.0,32.0,3.0
-66.0,27.0,12.0
-54.0,21.0,17.0
-45.0,23.0,17.0
-44.0,30.0,27.0
-46.0,28.0,27.0
-67.0,34.0,17.0
-61.0,31.0,15.0
-52.0,34.0,21.0
-53.0,32.0,22.0
-56.0,27.0,18.0
-52.0,29.0,22.0
-50.0,25.0,23.0
-56.0,29.0,19.0
-58.0,29.0,19.0
-58.0,27.0,20.0
-53.0,27.0,24.0
-54.0,32.0,22.0
-50.0,29.0,19.0
-60.0,22.0,12.0
-49.0,22.0,20.0
-62.0,30.0,18.0
-52.0,30.0,21.0
-49.0,35.0,27.0
-61.0,32.0,19.0
-56.0,31.0,14.0
-49.0,30.0,20.0
-56.0,25.0,18.0
-56.0,26.0,20.0
-58.0,28.0,19.0
-59.0,28.0,18.0
-57.0,27.0,18.0
-48.0,25.0,26.0
-50.0,32.0,24.0
-53.0,28.0,19.0
-69.0,24.0,7.0
-49.0,25.0,20.0
-37.0,26.0,32.0
-54.0,28.0,23.0
-51.0,28.0,20.0
-56.0,28.0,23.0
-66.0,30.0,11.0
-57.0,29.0,18.0
-56.0,30.0,18.0
-55.0,26.0,17.0
-49.0,27.0,24.0
-52.0,26.0,22.0
-57.0,28.0,20.0
-54.0,28.0,21.0
-56.0,29.0,17.0
-57.0,25.0,18.0
-57.0,24.0,21.0
-58.0,29.0,19.0
-49.0,28.0,23.0
-63.0,28.0,14.0
-53.0,24.0,15.0
-51.0,28.0,23.0
-56.0,32.0,25.0
-55.0,28.0,20.0
-53.0,29.0,22.0
-60.0,26.0,11.0
-51.0,29.0,21.0
-54.0,28.0,19.0
-56.0,25.0,20.0
-53.0,28.0,23.0
-58.0,27.0,21.0
-52.0,26.0,28.0
-49.0,28.0,27.0
-55.0,26.0,17.0
-52.0,25.0,20.0
-53.0,28.0,23.0
-52.0,28.0,22.0
-59.0,27.0,14.0
-54.0,23.0,20.0
-51.0,25.0,20.0
-55.0,27.0,22.0
-58.0,29.0,21.0
-56.0,30.0,18.0
-54.0,30.0,21.0
-54.0,28.0,21.0
-57.0,29.0,19.0
-53.0,28.0,22.0
-55.0,28.0,21.0
-56.0,27.0,18.0
-53.0,27.0,23.0
-53.0,30.0,21.0
-55.0,29.0,22.0
-49.0,26.0,25.0
-53.0,25.0,18.0
-53.0,28.0,20.0
-57.0,33.0,21.0
-51.0,29.0,20.0
-57.0,27.0,17.0
-52.0,24.0,21.0
-50.0,26.0,24.0
-60.0,29.0,21.0
-53.0,30.0,21.0
-54.0,29.0,24.0
-55.0,31.0,22.0
-52.0,31.0,19.0
-56.0,30.0,19.0
-55.0,33.0,21.0
-52.0,32.0,23.0
-53.0,27.0,22.0
-57.0,29.0,20.0
-51.0,28.0,26.0
-54.0,28.0,24.0
-52.0,29.0,22.0
-53.0,29.0,25.0
-53.0,29.0,24.0
-53.0,28.0,24.0
-50.0,32.0,22.0
-53.0,29.0,21.0
-61.0,25.0,17.0
-52.0,29.0,21.0
-51.0,26.0,26.0
-55.0,28.0,22.0
-53.0,28.0,20.0
-52.0,28.0,25.0
-54.0,29.0,22.0
-54.0,28.0,22.0
-52.0,31.0,23.0
-55.0,29.0,19.0
-54.0,31.0,19.0
-55.0,31.0,21.0
-53.0,30.0,20.0
-53.0,27.0,23.0
-53.0,28.0,22.0
-52.0,29.0,24.0
-55.0,29.0,22.0
-52.0,29.0,24.0
-52.0,28.0,23.0
-53.0,29.0,23.0
-54.0,29.0,21.0
-53.0,26.0,23.0
-53.0,29.0,20.0
-53.0,28.0,22.0
-57.0,27.0,21.0
-52.0,28.0,21.0
-54.0,28.0,20.0
-58.0,28.0,18.0
-53.0,27.0,21.0
-51.0,28.0,22.0
-55.0,27.0,21.0
-55.0,26.0,23.0
-55.0,28.0,21.0
-54.0,26.0,23.0
-53.0,29.0,22.0
-53.0,30.0,20.0
-51.0,29.0,22.0
-52.0,32.0,22.0
-57.0,27.0,17.0
-55.0,30.0,20.0
-55.0,29.0,21.0
-56.0,27.0,21.0
-53.0,29.0,21.0
-53.0,26.0,22.0
-52.0,30.0,20.0
-52.0,31.0,20.0
-56.0,26.0,22.0
-54.0,28.0,22.0
-54.0,28.0,22.0
-55.0,27.0,20.0
-54.0,29.0,20.0
-54.0,26.0,20.0
-56.0,27.0,20.0
-52.0,29.0,21.0
-53.0,29.0,21.0
-56.0,27.0,19.0
-57.0,28.0,17.0
-53.0,27.0,22.0
-57.0,27.0,18.0
-54.0,26.0,23.0
-53.0,27.0,23.0
-56.0,28.0,21.0
-53.0,26.0,24.0
-54.0,28.0,18.0
-56.0,29.0,18.0
-54.0,29.0,20.0
-53.0,29.0,20.0
-54.0,32.0,20.0
-56.0,31.0,18.0
-52.0,29.0,20.0
-54.0,30.0,20.0
-54.0,29.0,22.0
-55.0,30.0,19.0
-55.0,26.0,22.0
-52.0,29.0,22.0
-53.0,29.0,23.0
-53.0,27.0,23.0
-55.0,30.0,21.0
-53.0,28.0,19.0
-57.0,28.0,18.0
-58.0,29.0,17.0
-55.0,26.0,22.0
-55.0,27.0,19.0
-53.0,28.0,20.0
-56.0,29.0,20.0
-52.0,30.0,22.0
-53.0,28.0,23.0
-54.0,26.0,24.0
-54.0,30.0,20.0
-54.0,27.0,23.0
-55.0,30.0,19.0
-51.0,32.0,20.0
-51.0,29.0,22.0
-55.0,33.0,19.0
-53.0,29.0,23.0
-56.0,29.0,20.0
-51.0,28.0,23.0
-54.0,26.0,25.0
-51.0,32.0,21.0
-52.0,29.0,21.0
-52.0,33.0,20.0
-51.0,31.0,21.0
-55.0,30.0,22.0
-55.0,32.0,20.0
-49.0,28.0,24.0
-55.0,28.0,22.0
-56.0,29.0,18.0
-53.0,26.0,23.0
-56.0,32.0,20.0
-55.0,30.0,18.0
-51.0,29.0,22.0
-53.0,31.0,21.0
-54.0,28.0,21.0
-53.0,30.0,24.0
-54.0,29.0,21.0
-55.0,27.0,21.0
-53.0,30.0,22.0
-53.0,29.0,21.0
-54.0,30.0,20.0
-53.0,31.0,21.0
-52.0,32.0,22.0
-53.0,30.0,21.0
-50.0,29.0,23.0
-53.0,31.0,21.0
-55.0,29.0,21.0
-52.0,30.0,23.0
-53.0,31.0,21.0
-54.0,28.0,21.0
-54.0,32.0,21.0
-53.0,29.0,24.0
-50.0,29.0,22.0
-49.0,30.0,24.0
-52.0,31.0,23.0
-53.0,28.0,21.0
-53.0,28.0,21.0
-57.0,28.0,20.0
-56.0,27.0,22.0
-52.0,28.0,21.0
-56.0,26.0,20.0
-55.0,30.0,20.0
-51.0,29.0,22.0
-53.0,27.0,21.0
-50.0,26.0,23.0
-56.0,30.0,21.0
-54.0,25.0,20.0
-53.0,28.0,20.0
-58.0,30.0,20.0
-57.0,31.0,18.0
-53.0,32.0,20.0
-52.0,30.0,19.0
-53.0,32.0,21.0
-51.0,31.0,22.0
-53.0,28.0,23.0
-52.0,28.0,24.0
-53.0,30.0,22.0
-54.0,29.0,19.0
-53.0,29.0,22.0
-52.0,31.0,21.0
-55.0,28.0,22.0
-53.0,28.0,21.0
-51.0,29.0,25.0
-55.0,31.0,19.0
-56.0,27.0,21.0
-54.0,29.0,19.0
-56.0,28.0,21.0
-55.0,28.0,22.0
-54.0,28.0,20.0
-55.0,28.0,20.0
-55.0,29.0,21.0
-53.0,27.0,22.0
-53.0,28.0,23.0
-55.0,28.0,21.0
-56.0,28.0,20.0
-52.0,29.0,21.0
-52.0,29.0,23.0
-57.0,31.0,19.0
-57.0,29.0,20.0
-51.0,33.0,21.0
-53.0,32.0,19.0
-53.0,33.0,18.0
-50.0,34.0,23.0
-55.0,29.0,18.0
-51.0,32.0,22.0
-54.0,29.0,21.0
-55.0,32.0,20.0
-53.0,28.0,20.0
-52.0,31.0,21.0
-43.0,32.0,26.0
-56.0,25.0,22.0
-56.0,31.0,17.0
-55.0,32.0,17.0
-54.0,29.0,22.0
-55.0,31.0,19.0
-53.0,26.0,20.0
-57.0,27.0,19.0
-53.0,29.0,20.0
-56.0,29.0,20.0
-54.0,29.0,18.0
-53.0,30.0,20.0
-54.0,28.0,19.0
-53.0,28.0,19.0
-53.0,29.0,20.0
-52.0,29.0,20.0
-54.0,29.0,21.0
-54.0,29.0,18.0
-56.0,29.0,19.0
-57.0,30.0,17.0
-54.0,28.0,19.0
-53.0,33.0,18.0
-51.0,30.0,21.0
-55.0,31.0,17.0
-54.0,31.0,18.0
-53.0,28.0,22.0
-53.0,31.0,19.0
-55.0,28.0,21.0
-56.0,29.0,19.0
-51.0,28.0,21.0
-52.0,28.0,22.0
-54.0,29.0,20.0
-51.0,28.0,25.0
-57.0,29.0,17.0
-59.0,30.0,16.0
-53.0,27.0,22.0
-56.0,27.0,18.0
-54.0,29.0,18.0
-54.0,27.0,20.0
-55.0,27.0,17.0
-60.0,26.0,16.0
-55.0,28.0,21.0
-59.0,26.0,16.0
-54.0,27.0,21.0
-53.0,28.0,21.0
-56.0,24.0,18.0
-55.0,26.0,21.0
-53.0,27.0,18.0
-57.0,26.0,20.0
-55.0,29.0,19.0
-52.0,28.0,22.0
-56.0,28.0,20.0
-57.0,29.0,18.0
-52.0,29.0,21.0
-54.0,26.0,22.0
-54.0,28.0,19.0
-54.0,26.0,23.0
-56.0,27.0,22.0
-55.0,27.0,19.0
-50.0,28.0,23.0
-54.0,27.0,20.0
-55.0,28.0,21.0
-58.0,26.0,19.0
-59.0,26.0,17.0
-54.0,29.0,18.0
-55.0,27.0,19.0
-55.0,27.0,20.0
-54.0,28.0,19.0
-55.0,25.0,20.0
-56.0,25.0,21.0
-56.0,27.0,17.0
-56.0,27.0,19.0
-56.0,27.0,19.0
-55.0,27.0,18.0
-56.0,26.0,21.0
-53.0,26.0,18.0
-51.0,28.0,24.0
-57.0,26.0,21.0
-56.0,29.0,20.0
-56.0,26.0,19.0
-53.0,31.0,21.0
-55.0,26.0,19.0
-53.0,27.0,20.0
-48.0,32.0,25.0
-56.0,28.0,21.0
-58.0,29.0,17.0
-49.0,29.0,23.0
-55.0,26.0,20.0
-55.0,29.0,18.0
-53.0,27.0,23.0
-56.0,29.0,20.0
-51.0,28.0,25.0
-53.0,28.0,23.0
-52.0,28.0,19.0
-55.0,30.0,18.0
-56.0,25.0,20.0
-56.0,25.0,21.0
-58.0,27.0,17.0
-57.0,27.0,17.0
-57.0,26.0,22.0
-53.0,24.0,22.0
-55.0,24.0,21.0
-57.0,26.0,18.0
-54.0,24.0,21.0
-55.0,27.0,21.0
-59.0,25.0,20.0
-58.0,27.0,21.0
-52.0,27.0,21.0
-57.0,27.0,20.0
-55.0,28.0,21.0
-55.0,29.0,18.0
-52.0,29.0,22.0
-52.0,28.0,24.0
-57.0,30.0,19.0
-53.0,27.0,24.0
-55.0,29.0,20.0
-53.0,27.0,21.0
-54.0,29.0,22.0
-54.0,28.0,23.0
-53.0,28.0,23.0
-52.0,30.0,22.0
-52.0,28.0,21.0
-56.0,28.0,20.0
-57.0,31.0,18.0
-52.0,27.0,23.0
-55.0,28.0,21.0
-52.0,26.0,20.0
-58.0,28.0,20.0
-52.0,27.0,22.0
-57.0,27.0,20.0
-54.0,28.0,22.0
-55.0,26.0,22.0
-53.0,28.0,21.0
-58.0,27.0,18.0
-53.0,30.0,23.0
-52.0,32.0,23.0
-53.0,30.0,21.0
-52.0,31.0,21.0
-55.0,28.0,21.0
-52.0,28.0,22.0
-51.0,29.0,24.0
-53.0,29.0,23.0
-52.0,30.0,21.0
-55.0,30.0,18.0
-55.0,28.0,19.0
-53.0,30.0,22.0
-52.0,30.0,23.0
-53.0,29.0,22.0
-53.0,27.0,23.0
-52.0,30.0,22.0
-54.0,29.0,18.0
-53.0,27.0,22.0
-52.0,27.0,24.0
-55.0,29.0,19.0
-54.0,28.0,21.0
-55.0,29.0,20.0
-54.0,28.0,20.0
-55.0,27.0,22.0
-53.0,30.0,20.0
-52.0,24.0,23.0
-57.0,27.0,20.0
-57.0,29.0,19.0
-58.0,28.0,18.0
-51.0,28.0,24.0
-52.0,30.0,22.0
-53.0,29.0,19.0
-51.0,27.0,23.0
-54.0,30.0,21.0
-54.0,29.0,20.0
-53.0,27.0,24.0
-55.0,30.0,19.0
-53.0,26.0,22.0
-53.0,32.0,21.0
-53.0,31.0,21.0
-52.0,28.0,24.0
-48.0,28.0,25.0
-57.0,28.0,18.0
-59.0,28.0,17.0
-55.0,26.0,21.0
-54.0,28.0,21.0
-55.0,27.0,20.0
-59.0,27.0,17.0
-54.0,28.0,20.0
-55.0,29.0,20.0
-53.0,28.0,19.0
-53.0,27.0,21.0
-53.0,27.0,20.0
-55.0,24.0,21.0
-55.0,26.0,23.0
-58.0,30.0,18.0
-54.0,30.0,20.0
-55.0,29.0,19.0
-50.0,33.0,22.0
-51.0,32.0,22.0
-54.0,28.0,18.0
-53.0,28.0,21.0
-55.0,29.0,21.0
-57.0,26.0,20.0
-54.0,30.0,20.0
-53.0,28.0,19.0
-53.0,31.0,21.0
-52.0,28.0,22.0
-51.0,26.0,23.0
-57.0,29.0,18.0
-52.0,28.0,19.0
-55.0,27.0,19.0
-57.0,28.0,17.0
-59.0,26.0,17.0
-56.0,28.0,17.0
-52.0,27.0,20.0
-59.0,29.0,16.0
-52.0,28.0,21.0
-54.0,28.0,19.0
-53.0,28.0,21.0
-52.0,26.0,23.0
-59.0,26.0,20.0
-56.0,26.0,22.0
-59.0,29.0,18.0
-54.0,32.0,19.0
-53.0,27.0,22.0
-56.0,30.0,17.0
-51.0,30.0,20.0
-56.0,31.0,20.0
-54.0,28.0,22.0
-53.0,28.0,23.0
-53.0,28.0,19.0
-54.0,25.0,21.0
-53.0,30.0,21.0
-54.0,29.0,24.0
-53.0,30.0,21.0
-53.0,30.0,18.0
-52.0,30.0,19.0
-55.0,29.0,18.0
-56.0,29.0,16.0
-53.0,30.0,19.0
-54.0,28.0,18.0
-50.0,28.0,19.0
-62.0,30.0,17.0
-56.0,28.0,20.0
-50.0,31.0,21.0
-54.0,27.0,18.0
-57.0,27.0,18.0
-53.0,28.0,18.0
-56.0,26.0,18.0
-56.0,29.0,20.0
-55.0,29.0,22.0
-55.0,30.0,20.0
-53.0,30.0,18.0
-55.0,30.0,17.0
-54.0,29.0,18.0
-52.0,30.0,21.0
-54.0,29.0,21.0
-53.0,29.0,20.0
-56.0,29.0,17.0
-55.0,30.0,18.0
-52.0,33.0,20.0
-56.0,26.0,19.0
-54.0,29.0,19.0
-51.0,28.0,23.0
-57.0,27.0,18.0
-59.0,29.0,18.0
-55.0,29.0,17.0
-53.0,25.0,22.0
-58.0,29.0,16.0
-51.0,29.0,18.0
-56.0,27.0,20.0
-58.0,29.0,17.0
-54.0,27.0,19.0
-53.0,26.0,23.0
-52.0,29.0,18.0
-55.0,25.0,19.0
-56.0,28.0,21.0
-58.0,31.0,17.0
-55.0,26.0,20.0
-55.0,29.0,21.0
-51.0,31.0,19.0
-53.0,28.0,21.0
-54.0,31.0,17.0
-55.0,30.0,18.0
-55.0,29.0,22.0
-54.0,28.0,20.0
-53.0,28.0,21.0
-56.0,31.0,19.0
-53.0,29.0,22.0
-52.0,28.0,22.0
-56.0,31.0,19.0
-55.0,27.0,20.0
-50.0,28.0,23.0
-51.0,30.0,23.0
-57.0,25.0,20.0
-51.0,29.0,22.0
-58.0,31.0,16.0
-58.0,27.0,18.0
-55.0,31.0,19.0
-56.0,28.0,19.0
-56.0,27.0,19.0
-51.0,28.0,23.0
-54.0,26.0,21.0
-58.0,29.0,17.0
-55.0,26.0,20.0
-56.0,27.0,20.0
-56.0,27.0,18.0
-53.0,29.0,23.0
-52.0,30.0,21.0
-51.0,29.0,21.0
-56.0,29.0,21.0
-53.0,29.0,20.0
-54.0,27.0,21.0
-53.0,31.0,21.0
-53.0,28.0,19.0
-51.0,30.0,23.0
-53.0,32.0,20.0
-58.0,26.0,20.0
-53.0,30.0,22.0
-49.0,28.0,24.0
-55.0,28.0,20.0
-52.0,31.0,20.0
-52.0,30.0,20.0
-57.0,31.0,18.0
-55.0,31.0,18.0
-55.0,27.0,17.0
-61.0,32.0,16.0
-53.0,32.0,20.0
-58.0,30.0,18.0
-57.0,29.0,15.0
-50.0,27.0,18.0
-48.0,24.0,12.0
-53.0,22.0,-5.0
-54.0,22.0,-7.0
-54.0,28.0,15.0
-61.0,30.0,9.0
-58.0,38.0,9.0
-53.0,32.0,13.0
-56.0,32.0,6.0
-57.0,35.0,2.0
-57.0,31.0,10.0
-59.0,31.0,4.0
-58.0,29.0,6.0
-63.0,26.0,3.0
-49.0,32.0,10.0
-57.0,30.0,8.0
-46.0,25.0,-6.0
-52.0,17.0,-4.0
-59.0,32.0,19.0
-62.0,36.0,11.0
-56.0,36.0,9.0
-53.0,33.0,14.0
-55.0,27.0,11.0
-52.0,41.0,5.0
-61.0,30.0,4.0
-48.0,32.0,17.0
-48.0,28.0,16.0
-64.0,32.0,3.0
-53.0,33.0,11.0
-56.0,28.0,8.0
-50.0,29.0,10.0
-51.0,28.0,7.0
-58.0,30.0,5.0
-60.0,41.0,15.0
-55.0,37.0,12.0
-55.0,32.0,10.0
-54.0,30.0,13.0
-59.0,28.0,11.0
-57.0,33.0,10.0
-55.0,30.0,12.0
-57.0,29.0,9.0
-52.0,31.0,12.0
-53.0,31.0,14.0
-57.0,36.0,8.0
-53.0,34.0,11.0
-58.0,31.0,13.0
-55.0,33.0,13.0
-49.0,31.0,16.0
-55.0,31.0,13.0
-55.0,29.0,11.0
-54.0,33.0,11.0
-54.0,31.0,12.0
-56.0,32.0,13.0
-56.0,31.0,10.0
-55.0,31.0,10.0
-51.0,32.0,13.0
-55.0,28.0,12.0
-57.0,31.0,13.0
-57.0,31.0,11.0
-58.0,34.0,10.0
-54.0,33.0,11.0
-55.0,33.0,12.0
-55.0,34.0,13.0
-55.0,30.0,12.0
-55.0,32.0,14.0
-54.0,31.0,14.0
-55.0,30.0,13.0
-54.0,31.0,12.0
-54.0,31.0,11.0
-55.0,33.0,10.0
-56.0,34.0,12.0
-57.0,33.0,11.0
-56.0,28.0,11.0
-55.0,31.0,14.0
-56.0,28.0,13.0
-54.0,26.0,14.0
-56.0,30.0,14.0
-59.0,28.0,11.0
-57.0,29.0,11.0
-58.0,30.0,11.0
-59.0,28.0,10.0
-55.0,30.0,11.0
-55.0,27.0,15.0
-56.0,27.0,9.0
-60.0,29.0,10.0
-56.0,30.0,16.0
-58.0,29.0,13.0
-53.0,31.0,15.0
-55.0,32.0,14.0
-56.0,30.0,14.0
-55.0,30.0,15.0
-53.0,30.0,15.0
-52.0,28.0,19.0
-59.0,30.0,12.0
-56.0,29.0,12.0
-57.0,30.0,13.0
-55.0,29.0,13.0
-54.0,30.0,18.0
-58.0,31.0,15.0
-51.0,28.0,18.0
-53.0,28.0,19.0
-57.0,32.0,13.0
-56.0,30.0,13.0
-56.0,30.0,14.0
-55.0,30.0,14.0
-54.0,28.0,15.0
-56.0,28.0,15.0
-56.0,30.0,14.0
-55.0,28.0,15.0
-57.0,28.0,16.0
-60.0,28.0,16.0
-54.0,28.0,17.0
-55.0,28.0,17.0
-56.0,29.0,13.0
-56.0,33.0,12.0
-54.0,33.0,17.0
-54.0,32.0,13.0
-54.0,33.0,16.0
-53.0,31.0,18.0
-54.0,31.0,14.0
-54.0,31.0,17.0
-56.0,30.0,15.0
-51.0,30.0,16.0
-57.0,30.0,15.0
-55.0,32.0,16.0
-54.0,28.0,18.0
-53.0,31.0,19.0
-58.0,32.0,14.0
-52.0,29.0,19.0
-53.0,30.0,16.0
-56.0,31.0,15.0
-55.0,30.0,16.0
-55.0,27.0,14.0
-59.0,30.0,13.0
-54.0,30.0,14.0
-56.0,30.0,13.0
-53.0,30.0,18.0
-53.0,31.0,18.0
-57.0,26.0,16.0
-52.0,28.0,20.0
-55.0,29.0,14.0
-58.0,29.0,12.0
-54.0,33.0,15.0
-56.0,31.0,14.0
-53.0,34.0,14.0
-52.0,31.0,16.0
-55.0,32.0,13.0
-54.0,30.0,17.0
-55.0,29.0,17.0
-52.0,32.0,15.0
-53.0,30.0,17.0
-57.0,31.0,15.0
-53.0,34.0,15.0
-52.0,29.0,17.0
-52.0,33.0,17.0
-54.0,32.0,14.0
-52.0,30.0,18.0
-57.0,33.0,14.0
-56.0,32.0,13.0
-58.0,30.0,13.0
-53.0,32.0,14.0
-56.0,27.0,15.0
-58.0,28.0,14.0
-55.0,32.0,12.0
-55.0,28.0,16.0
-55.0,30.0,14.0
-52.0,29.0,16.0
-52.0,31.0,18.0
-58.0,32.0,12.0
-52.0,29.0,15.0
-58.0,32.0,15.0
-57.0,30.0,15.0
-53.0,31.0,15.0
-55.0,32.0,15.0
-56.0,31.0,15.0
-51.0,32.0,15.0
-57.0,33.0,13.0
-54.0,31.0,16.0
-56.0,30.0,14.0
-55.0,32.0,12.0
-54.0,29.0,17.0
-58.0,28.0,13.0
-48.0,33.0,20.0
-52.0,30.0,20.0
-54.0,28.0,17.0
-51.0,28.0,21.0
-53.0,32.0,12.0
-57.0,30.0,16.0
-58.0,34.0,10.0
-53.0,35.0,13.0
-64.0,30.0,9.0
-51.0,30.0,14.0
-55.0,31.0,14.0
-58.0,28.0,15.0
-54.0,29.0,17.0
-54.0,28.0,16.0
-53.0,32.0,16.0
-58.0,32.0,17.0
-66.0,30.0,7.0
-52.0,33.0,13.0
-54.0,32.0,16.0
-58.0,27.0,11.0
-48.0,34.0,21.0
-53.0,33.0,17.0
-55.0,31.0,16.0
-53.0,31.0,16.0
-57.0,30.0,14.0
-55.0,33.0,15.0
-54.0,32.0,17.0
-52.0,32.0,18.0
-54.0,31.0,16.0
-54.0,26.0,20.0
-52.0,28.0,20.0
-55.0,30.0,15.0
-58.0,27.0,15.0
-53.0,31.0,17.0
-52.0,29.0,14.0
-51.0,26.0,17.0
-52.0,31.0,20.0
-56.0,28.0,13.0
-56.0,28.0,18.0
-53.0,31.0,16.0
-55.0,29.0,13.0
-51.0,30.0,19.0
-57.0,30.0,15.0
-58.0,29.0,16.0
-54.0,31.0,18.0
-51.0,32.0,16.0
-53.0,33.0,17.0
-56.0,31.0,15.0
-54.0,33.0,15.0
-57.0,30.0,16.0
-55.0,29.0,17.0
-55.0,30.0,17.0
-54.0,31.0,17.0
-56.0,30.0,16.0
-52.0,32.0,17.0
-53.0,32.0,17.0
-56.0,31.0,17.0
-53.0,29.0,17.0
-54.0,29.0,16.0
-55.0,28.0,16.0
-52.0,29.0,17.0
-55.0,31.0,17.0
-52.0,29.0,17.0
-63.0,33.0,14.0
-55.0,31.0,13.0
-57.0,32.0,12.0
-54.0,30.0,18.0
-56.0,31.0,16.0
-50.0,26.0,19.0
-55.0,28.0,16.0
-56.0,29.0,17.0
-58.0,30.0,17.0
-55.0,31.0,15.0
-50.0,30.0,17.0
-53.0,33.0,17.0
-53.0,33.0,17.0
-56.0,31.0,16.0
-53.0,32.0,18.0
-55.0,29.0,16.0
-54.0,32.0,16.0
-54.0,32.0,16.0
-55.0,30.0,15.0
-52.0,30.0,20.0
-54.0,31.0,18.0
-55.0,32.0,18.0
-55.0,30.0,17.0
-53.0,30.0,18.0
-54.0,31.0,16.0
-56.0,31.0,16.0
-56.0,31.0,13.0
-53.0,29.0,18.0
-55.0,31.0,14.0
-54.0,29.0,15.0
-54.0,29.0,18.0
-56.0,28.0,18.0
-58.0,29.0,15.0
-53.0,30.0,19.0
-53.0,31.0,14.0
-55.0,31.0,14.0
-52.0,34.0,16.0
-54.0,33.0,18.0
-54.0,32.0,16.0
-55.0,29.0,18.0
-51.0,31.0,21.0
-50.0,32.0,20.0
-57.0,32.0,15.0
-55.0,31.0,18.0
-53.0,30.0,20.0
-56.0,31.0,16.0
-55.0,31.0,14.0
-54.0,31.0,19.0
-53.0,31.0,17.0
-55.0,32.0,15.0
-56.0,31.0,14.0
-56.0,31.0,14.0
-56.0,30.0,16.0
-55.0,28.0,15.0
-53.0,32.0,14.0
-57.0,30.0,15.0
-56.0,30.0,15.0
-54.0,30.0,17.0
-53.0,30.0,18.0
-53.0,29.0,17.0
-56.0,30.0,14.0
-56.0,31.0,12.0
-58.0,31.0,15.0
-55.0,31.0,16.0
-54.0,31.0,15.0
-52.0,28.0,19.0
-55.0,31.0,18.0
-45.0,30.0,20.0
-54.0,35.0,17.0
-59.0,29.0,15.0
-54.0,30.0,16.0
-55.0,31.0,14.0
-54.0,29.0,17.0
-56.0,31.0,18.0
-52.0,32.0,20.0
-53.0,32.0,15.0
-54.0,31.0,15.0
-55.0,30.0,16.0
-53.0,31.0,14.0
-56.0,31.0,14.0
-57.0,30.0,15.0
-58.0,33.0,13.0
-53.0,29.0,12.0
-61.0,31.0,18.0
-53.0,34.0,16.0
-52.0,28.0,16.0
-51.0,30.0,14.0
-43.0,31.0,19.0
-58.0,31.0,17.0
-58.0,35.0,18.0
-51.0,35.0,19.0
-54.0,32.0,18.0
-50.0,31.0,16.0
-51.0,33.0,17.0
-52.0,29.0,20.0
-55.0,31.0,17.0
-55.0,31.0,20.0
-54.0,32.0,19.0
-52.0,32.0,15.0
-52.0,32.0,18.0
-54.0,34.0,20.0
-50.0,31.0,22.0
-52.0,30.0,20.0
-54.0,34.0,17.0
-57.0,30.0,16.0
-55.0,30.0,16.0
-53.0,29.0,15.0
-54.0,28.0,17.0
-61.0,31.0,13.0
-53.0,31.0,16.0
-55.0,30.0,15.0
-56.0,30.0,16.0
-55.0,29.0,15.0
-54.0,26.0,18.0
-52.0,30.0,16.0
-58.0,32.0,18.0
-62.0,30.0,14.0
-48.0,31.0,19.0
-53.0,32.0,19.0
-56.0,31.0,16.0
-50.0,30.0,19.0
-55.0,30.0,18.0
-54.0,29.0,20.0
-53.0,31.0,18.0
-55.0,29.0,17.0
-53.0,30.0,17.0
-54.0,31.0,18.0
-54.0,30.0,19.0
-56.0,29.0,21.0
-57.0,31.0,17.0
-53.0,31.0,17.0
-55.0,27.0,18.0
-58.0,28.0,16.0
-52.0,29.0,16.0
